Comune,Zona,Indirizzo,Tipologia,Superficie,Prezzo_J,Link,Fonte
Padova,N.C.,"Appartamento via Luigi Configliachi 6, Prato della Valle - Pontecorvo, Padova",Residenziale,,770000.0,https://www.immobiliare.it/annunci/127361761/,Immobiliare.it
Padova,N.C.,"Quadrilocale piazza petrarca 6, Savonarola - Ponte Molino, Padova",Residenziale,,325000.0,https://www.immobiliare.it/annunci/127932820/,Immobiliare.it
Padova,N.C.,"Quadrilocale via Sant'Osvaldo, 97, Sant'Osvaldo - San Paolo, Padova",Residenziale,,265000.0,https://www.immobiliare.it/annunci/128479898/,Immobiliare.it
Padova,N.C.,"Villa unifamiliare via Tiziano Aspetti 169, Arcella - Sant'Antonino, Padova",Residenziale,,600000.0,https://www.immobiliare.it/annunci/129633848/,Immobiliare.it
Padova,N.C.,"Quadrilocale via Santa Maria Assunta 16, Guizza, Padova",Residenziale,,365000.0,https://www.immobiliare.it/annunci/129166618/,Immobiliare.it
Padova,N.C.,"Appartamento via Marco Polo, Città Giardino, Padova",Residenziale,,630000.0,https://www.immobiliare.it/annunci/130130552/,Immobiliare.it
Padova,N.C.,"Appartamento da ristrutturare, secondo piano, Sant'Osvaldo - San Paolo, Padova",Residenziale,,245000.0,https://www.immobiliare.it/annunci/129729366/,Immobiliare.it
Padova,N.C.,"Trilocale ottimo stato, primo piano, Santo, Padova",Residenziale,,470000.0,https://www.immobiliare.it/annunci/126846181/,Immobiliare.it
Padova,N.C.,"Terratetto unifamiliare via Castelfidardo, Sacra Famiglia - Basso Isonzo, Padova",Residenziale,,340000.0,https://www.immobiliare.it/annunci/128513488/,Immobiliare.it
Padova,N.C.,"Villa unifamiliare via Leonardo Emo Capodilista 8, Madonna Pellegrina, Padova",Residenziale,,497000.0,https://www.immobiliare.it/annunci/119932532/,Immobiliare.it
Padova,N.C.,"Trilocale via Giovanni d'Alemagna, Arcella - Sant'Antonino, Padova",Residenziale,,192000.0,https://www.immobiliare.it/annunci/129791336/,Immobiliare.it
Padova,N.C.,"Trilocale largo Europa, Savonarola - Ponte Molino, Padova",Residenziale,,230000.0,https://www.immobiliare.it/annunci/129272762/,Immobiliare.it
Padova,N.C.,"Quadrilocale buono stato, primo piano, Piazze - Duomo, Padova",Residenziale,,700000.0,https://www.immobiliare.it/annunci/127192223/,Immobiliare.it
Padova,N.C.,"Appartamento via Giambattista Belzoni, 12, Portello - Ospedali, Padova",Residenziale,,375000.0,https://www.immobiliare.it/annunci/122756662/,Immobiliare.it
Padova,N.C.,"Villa unifamiliare, ottimo stato, 250 m², Paltana - Mandria, Padova",Residenziale,250.0,800000.0,https://www.immobiliare.it/annunci/128864946/,Immobiliare.it
Padova,N.C.,"Terratetto unifamiliare 166 m², buono stato, Guizza, Padova",Residenziale,166.0,430000.0,https://www.immobiliare.it/annunci/129474734/,Immobiliare.it
Padova,N.C.,"Trilocale riviera Businello 1, Prato della Valle - Pontecorvo, Padova",Residenziale,,380000.0,https://www.immobiliare.it/annunci/129856982/,Immobiliare.it
Padova,N.C.,"Trilocale via Beato Pellegrino, Savonarola - Ponte Molino, Padova",Residenziale,,230000.0,https://www.immobiliare.it/annunci/128851912/,Immobiliare.it
Padova,N.C.,"Appartamento nuovo, quarto piano, Savonarola - Ponte Molino, Padova",Residenziale,,750000.0,https://www.immobiliare.it/annunci/129877770/,Immobiliare.it
Padova,N.C.,"Bilocale buono stato, quinto piano, San Carlo - San Gregorio, Padova",Residenziale,,158000.0,https://www.immobiliare.it/annunci/129195964/,Immobiliare.it
Padova,N.C.,"Terratetto unifamiliare via Luigi Pirandello, Terranegra, Padova",Residenziale,,242000.0,https://www.immobiliare.it/annunci/130620760/,Immobiliare.it
Padova,N.C.,"Trilocale via Ponticello 1, Stanga - Pio X, Padova",Residenziale,,220000.0,https://www.immobiliare.it/annunci/128493734/,Immobiliare.it
Padova,N.C.,"Bilocale via Adriatica, Guizza, Padova",Residenziale,,88000.0,https://www.immobiliare.it/annunci/129177944/,Immobiliare.it
Padova,N.C.,"Appartamento via Lando Landucci, Sant'Osvaldo - San Paolo, Padova",Residenziale,,379000.0,https://www.immobiliare.it/annunci/125232693/,Immobiliare.it
Padova,N.C.,"Trilocale via Castelfidardo 3, Sacra Famiglia - Basso Isonzo, Padova",Residenziale,,215000.0,https://www.immobiliare.it/annunci/129528150/,Immobiliare.it
Padova,N.C.,"Villa unifamiliare via Giacomo Andrea Giacomini, Sant'Osvaldo - San Paolo, Padova",Residenziale,,580000.0,https://www.immobiliare.it/annunci/130122008/,Immobiliare.it
Padova,N.C.,"Quadrilocale via Palermo, Sacra Famiglia - Basso Isonzo, Padova",Residenziale,,315000.0,https://www.immobiliare.it/annunci/128279452/,Immobiliare.it
Padova,N.C.,"Trilocale via Rovigno 7, Santissima Trinità, Padova",Residenziale,,270000.0,https://www.immobiliare.it/annunci/130570302/,Immobiliare.it
Padova,N.C.,"Terratetto unifamiliare via Guglielmino Tempesta 3, Madonna Pellegrina, Padova",Residenziale,,400000.0,https://www.immobiliare.it/annunci/129528798/,Immobiliare.it
Padova,N.C.,"Quadrilocale via Girolamo Forabosco 11, San Bellino - San Filippo Neri, Padova",Residenziale,,240000.0,https://www.immobiliare.it/annunci/129910748/,Immobiliare.it
Padova,N.C.,"Villa bifamiliare via Andrea Palladio, Arcella - Sant'Antonino, Padova",Residenziale,,283000.0,https://www.immobiliare.it/annunci/128432032/,Immobiliare.it
Padova,N.C.,"Villa a schiera 4 locali, ottimo stato, Ponte di Brenta, Padova",Residenziale,,150000.0,https://www.immobiliare.it/annunci/127516618/,Immobiliare.it
Padova,N.C.,"Trilocale via Nicolò Tartaglia, Chiesanuova, Padova",Residenziale,,185000.0,https://www.immobiliare.it/annunci/130673600/,Immobiliare.it
Padova,N.C.,"Trilocale viale Codalunga, Piazza Mazzini - Ospedale Militare, Padova",Residenziale,,375000.0,https://www.immobiliare.it/annunci/129233190/,Immobiliare.it
Padova,N.C.,"Attico nuovo, 114 m², Mortise, Padova",Residenziale,114.0,330000.0,https://www.immobiliare.it/annunci/129477128/,Immobiliare.it
Padova,N.C.,"Villa bifamiliare via Brandolese, Sant'Osvaldo - San Paolo, Padova",Residenziale,,248000.0,https://www.immobiliare.it/annunci/122159098/,Immobiliare.it
Padova,N.C.,"Terratetto unifamiliare via Montà 443, Montà - Sant'Ignazio, Padova",Residenziale,,419000.0,https://www.immobiliare.it/annunci/126235133/,Immobiliare.it
Padova,N.C.,"Quadrilocale via Fra' Paolo Sarpi, Porta Trento, Padova",Residenziale,,480000.0,https://www.immobiliare.it/annunci/121471486/,Immobiliare.it
Padova,N.C.,"Bilocale via Sant'Agnese, Savonarola - Ponte Molino, Padova",Residenziale,,125000.0,https://www.immobiliare.it/annunci/117144131/,Immobiliare.it
Padova,N.C.,"Trilocale via savonarola, Savonarola - Ponte Molino, Padova",Residenziale,,390000.0,https://www.immobiliare.it/annunci/119779220/,Immobiliare.it
Padova,N.C.,"Villa unifamiliare via Chioggia 6, Paltana - Mandria, Padova",Residenziale,,780000.0,https://www.immobiliare.it/annunci/130164456/,Immobiliare.it
Padova,N.C.,"Quadrilocale via dei Savonarola, Savonarola - Ponte Molino, Padova",Residenziale,,800000.0,https://www.immobiliare.it/annunci/119786884/,Immobiliare.it
Padova,N.C.,"Trilocale via Elisa Benato, Pontevigodarzere - Isola di Torre, Padova",Residenziale,,289000.0,https://www.immobiliare.it/annunci/128615762/,Immobiliare.it
Padova,N.C.,"Trilocale ottimo stato, piano rialzato, Prato della Valle - Pontecorvo, Padova",Residenziale,,330000.0,https://www.immobiliare.it/annunci/124714409/,Immobiliare.it
Padova,N.C.,"Quadrilocale nuovo, piano terra, Pontevigodarzere - Isola di Torre, Padova",Residenziale,,360000.0,https://www.immobiliare.it/annunci/129085490/,Immobiliare.it
Padova,N.C.,"Quadrilocale nuovo, secondo piano, Brusegana - Aeroporto, Padova",Residenziale,,325000.0,https://www.immobiliare.it/annunci/129431630/,Immobiliare.it
Padova,N.C.,"Quadrilocale nuovo, terzo piano, Brusegana - Aeroporto, Padova",Residenziale,,340000.0,https://www.immobiliare.it/annunci/129431766/,Immobiliare.it
Padova,N.C.,"Attico nuovo, 140 m², San Camillo - Nazareth, Padova",Residenziale,140.0,650000.0,https://www.immobiliare.it/annunci/121632752/,Immobiliare.it
Padova,N.C.,"Attico ottimo stato, 169 m², Stanga - Pio X, Padova",Residenziale,169.0,460000.0,https://www.immobiliare.it/annunci/124431795/,Immobiliare.it
Padova,N.C.,"Appartamento ottimo stato, secondo piano, Sacra Famiglia - Basso Isonzo, Padova",Residenziale,,308000.0,https://www.immobiliare.it/annunci/130443342/,Immobiliare.it
Padova,N.C.,"Trilocale via Giuseppe Baretti, Guizza, Padova",Residenziale,,165000.0,https://www.immobiliare.it/annunci/129068876/,Immobiliare.it
Padova,N.C.,"Trilocale nuovo, terzo piano, Brusegana - Aeroporto, Padova",Residenziale,,270000.0,https://www.immobiliare.it/annunci/129431506/,Immobiliare.it
Padova,N.C.,"Bilocale nuovo, piano terra, Prato della Valle - Pontecorvo, Padova",Residenziale,,250000.0,https://www.immobiliare.it/annunci/129720252/,Immobiliare.it
Padova,N.C.,"Appartamento via Isaac Newton 22, Brusegana - Aeroporto, Padova",Residenziale,,259000.0,https://www.immobiliare.it/annunci/130446478/,Immobiliare.it
Padova,N.C.,"Terratetto unifamiliare via Castelfidardo, Sacra Famiglia - Basso Isonzo, Padova",Residenziale,,630000.0,https://www.immobiliare.it/annunci/127517626/,Immobiliare.it
Padova,N.C.,"Villa unifamiliare, da ristrutturare, 286 m², Forcellini, Padova",Residenziale,286.0,389000.0,https://www.immobiliare.it/annunci/130455480/,Immobiliare.it
Padova,N.C.,"Villa bifamiliare, ottimo stato, 90 m², Voltabarozzo, Padova",Residenziale,90.0,207000.0,https://www.immobiliare.it/annunci/129080618/,Immobiliare.it
Padova,N.C.,"Quadrilocale via Calatafimi, Savonarola - Ponte Molino, Padova",Residenziale,,548000.0,https://www.immobiliare.it/annunci/129820566/,Immobiliare.it
Padova,N.C.,"Bilocale buono stato, su più livelli, Santissima Trinità, Padova",Residenziale,,145000.0,https://www.immobiliare.it/annunci/128276060/,Immobiliare.it
Padova,N.C.,"Appartamento via Mozart 5, Arcella - Sant'Antonino, Padova",Residenziale,,335000.0,https://www.immobiliare.it/annunci/130262922/,Immobiliare.it
Padova,N.C.,"Monolocale via San Marco 155, Ponte di Brenta, Padova",Residenziale,,143000.0,https://www.immobiliare.it/annunci/127667506/,Immobiliare.it
Padova,N.C.,"Villa unifamiliare via Tunisi 6, Santissima Trinità, Padova",Residenziale,,559000.0,https://www.immobiliare.it/annunci/120002720/,Immobiliare.it
Padova,N.C.,"Appartamento via Pontevigodarzere, Pontevigodarzere - Isola di Torre, Padova",Residenziale,,320000.0,https://www.immobiliare.it/annunci/114615967/,Immobiliare.it
Padova,N.C.,"Quadrilocale viale Arcella 1, Arcella - Sant'Antonino, Padova",Residenziale,,178000.0,https://www.immobiliare.it/annunci/128496604/,Immobiliare.it
Padova,N.C.,"Trilocale via Marostica 11, Paltana - Mandria, Padova",Residenziale,,255000.0,https://www.immobiliare.it/annunci/129214610/,Immobiliare.it
Padova,N.C.,"Villa unifamiliare via Decorati al Valor Civile 113, Paltana - Mandria, Padova",Residenziale,,258000.0,https://www.immobiliare.it/annunci/122934944/,Immobiliare.it
Padova,N.C.,"Quadrilocale via Stanislao Cannizzaro 8, Brusegana - Aeroporto, Padova",Residenziale,,219000.0,https://www.immobiliare.it/annunci/127406149/,Immobiliare.it
Padova,N.C.,"Terratetto unifamiliare via Guizza, Guizza, Padova",Residenziale,,450000.0,https://www.immobiliare.it/annunci/114519011/,Immobiliare.it
Padova,N.C.,"Appartamento via Zize 3, San Bellino - San Filippo Neri, Padova",Residenziale,,220000.0,https://www.immobiliare.it/annunci/128332924/,Immobiliare.it
Padova,N.C.,"Quadrilocale via Siracusa 29, Sacra Famiglia - Basso Isonzo, Padova",Residenziale,,225000.0,https://www.immobiliare.it/annunci/125377155/,Immobiliare.it
Padova,N.C.,"Villa plurifamiliare via Romana Aponense 72, Paltana - Mandria, Padova",Residenziale,,220000.0,https://www.immobiliare.it/annunci/120484362/,Immobiliare.it
Padova,N.C.,"Villa unifamiliare via Oderzo 13, Paltana - Mandria, Padova",Residenziale,,700000.0,https://www.immobiliare.it/annunci/123067223/,Immobiliare.it
Padova,N.C.,"Villa unifamiliare via Chioggia 3I, Paltana - Mandria, Padova",Residenziale,,895000.0,https://www.immobiliare.it/annunci/126262769/,Immobiliare.it
Padova,N.C.,"Quadrilocale via Libero Benedetti 4, San Carlo - San Gregorio, Padova",Residenziale,,198000.0,https://www.immobiliare.it/annunci/128026018/,Immobiliare.it
Padova,N.C.,"Villa unifamiliare via Leonardo Emo Capodilista 1, Madonna Pellegrina, Padova",Residenziale,,570000.0,https://www.immobiliare.it/annunci/130603964/,Immobiliare.it
Padova,N.C.,"Quadrilocale via Dignano 2, Santissima Trinità, Padova",Residenziale,,195000.0,https://www.immobiliare.it/annunci/129910626/,Immobiliare.it
Padova,N.C.,"Bilocale via Benedetto De Besi 10, Stanga - Pio X, Padova",Residenziale,,150000.0,https://www.immobiliare.it/annunci/130061926/,Immobiliare.it
Padova,N.C.,"Appartamento via Armistizio, Paltana - Mandria, Padova",Residenziale,,180000.0,https://www.immobiliare.it/annunci/117391957/,Immobiliare.it
Padova,N.C.,"Quadrilocale via Brioni 7, Santissima Trinità, Padova",Residenziale,,185000.0,https://www.immobiliare.it/annunci/128623996/,Immobiliare.it
Padova,N.C.,"Terratetto plurifamiliare via delle Cave, Chiesanuova, Padova",Residenziale,,280000.0,https://www.immobiliare.it/annunci/120274774/,Immobiliare.it
Padova,N.C.,"Appartamento via Venzone 4, Paltana - Mandria, Padova",Residenziale,,370000.0,https://www.immobiliare.it/annunci/128383786/,Immobiliare.it
Padova,N.C.,"Attico Riviera Ruzzante 49, Santo, Padova",Residenziale,,1000000.0,https://www.immobiliare.it/annunci/127530312/,Immobiliare.it
Padova,N.C.,"Trilocale via Vecchia 3, Voltabarozzo, Padova",Residenziale,,300000.0,https://www.immobiliare.it/annunci/128806006/,Immobiliare.it
Padova,N.C.,"Quadrilocale corso Milano, Savonarola - Ponte Molino, Padova",Residenziale,,257000.0,https://www.immobiliare.it/annunci/127480398/,Immobiliare.it
Padova,N.C.,"Terratetto unifamiliare Ponte Molino, Savonarola - Ponte Molino, Padova",Residenziale,,530000.0,https://www.immobiliare.it/annunci/126483973/,Immobiliare.it
Padova,N.C.,"Appartamento via Alberto Mario 15, Prato della Valle - Pontecorvo, Padova",Residenziale,,550000.0,https://www.immobiliare.it/annunci/126145231/,Immobiliare.it
Padova,N.C.,"Quadrilocale via Parenzo, San Bellino - San Filippo Neri, Padova",Residenziale,,175000.0,https://www.immobiliare.it/annunci/130024110/,Immobiliare.it
Padova,N.C.,"Appartamento via ospedale civile, Santa Sofia - Altinate, Padova",Residenziale,,245000.0,https://www.immobiliare.it/annunci/126459539/,Immobiliare.it
Padova,N.C.,"Trilocale via Monte Gallo 8, Brusegana - Aeroporto, Padova",Residenziale,,224900.0,https://www.immobiliare.it/annunci/129494294/,Immobiliare.it
Padova,N.C.,"Attico via del Santo 52, Santo, Padova",Residenziale,,295000.0,https://www.immobiliare.it/annunci/127419465/,Immobiliare.it
Padova,N.C.,"Villa unifamiliare via sebastiano venier, 105, Voltabarozzo, Padova",Residenziale,,900000.0,https://www.immobiliare.it/annunci/124628861/,Immobiliare.it
Padova,N.C.,"Quadrilocale via Alemagna, San Bellino - San Filippo Neri, Padova",Residenziale,,170000.0,https://www.immobiliare.it/annunci/128811736/,Immobiliare.it
Padova,N.C.,"Villa unifamiliare via Cristoforo Landino 22, Salboro, Padova",Residenziale,,298000.0,https://www.immobiliare.it/annunci/129633706/,Immobiliare.it
Padova,N.C.,"Palazzo - Edificio via Lucindo Faggin 25, Santissima Trinità, Padova",Residenziale,,395000.0,https://www.immobiliare.it/annunci/126533447/,Immobiliare.it
Padova,N.C.,"Trilocale corso Milano, Piazze - Duomo, Padova",Residenziale,,390000.0,https://www.immobiliare.it/annunci/126145227/,Immobiliare.it
Padova,N.C.,"Trilocale via Roberto Ardigò, Santa Rita, Padova",Residenziale,,150000.0,https://www.immobiliare.it/annunci/127931936/,Immobiliare.it
Padova,N.C.,"Quadrilocale via Luxardo 6, Torre, Padova",Residenziale,,175000.0,https://www.immobiliare.it/annunci/130718058/,Immobiliare.it
Padova,N.C.,"Attico via delle Rose 2, Madonna Pellegrina, Padova",Residenziale,,595000.0,https://www.immobiliare.it/annunci/130562226/,Immobiliare.it
Padova,N.C.,"Appartamento piazza Prato della Valle, Prato della Valle - Pontecorvo, Padova",Residenziale,,1950000.0,https://www.immobiliare.it/annunci/128631240/,Immobiliare.it
Padova,N.C.,"Quadrilocale via Palermo SNC, Sacra Famiglia - Basso Isonzo, Padova",Residenziale,,505000.0,https://www.immobiliare.it/annunci/130155590/,Immobiliare.it
Padova,N.C.,"Quadrilocale via Leto Pomponio 2, Salboro, Padova",Residenziale,,220000.0,https://www.immobiliare.it/annunci/128777942/,Immobiliare.it
Padova,N.C.,"Trilocale via Vittorio Benussi 16, Montà - Sant'Ignazio, Padova",Residenziale,,225000.0,https://www.immobiliare.it/annunci/130528050/,Immobiliare.it
Padova,N.C.,"Quadrilocale via Ognissanti 12, Portello - Ospedali, Padova",Residenziale,,350000.0,https://www.immobiliare.it/annunci/129473264/,Immobiliare.it
Padova,N.C.,"Quadrilocale via Ulisse Dini 38, Chiesanuova, Padova",Residenziale,,165000.0,https://www.immobiliare.it/annunci/130605648/,Immobiliare.it
Padova,N.C.,"Quadrilocale piazzale Pontecorvo 5, Prato della Valle - Pontecorvo, Padova",Residenziale,,325000.0,https://www.immobiliare.it/annunci/128148316/,Immobiliare.it
Padova,N.C.,"Trilocale via Monte Ceva 2, Brusegana - Aeroporto, Padova",Residenziale,,125000.0,https://www.immobiliare.it/annunci/130613706/,Immobiliare.it
Padova,N.C.,"Terratetto unifamiliare via Ca Magno 7, San Carlo - San Gregorio, Padova",Residenziale,,275000.0,https://www.immobiliare.it/annunci/124129513/,Immobiliare.it
Padova,N.C.,"Quadrilocale via Armando Maniciati, Ponte di Brenta, Padova",Residenziale,,320000.0,https://www.immobiliare.it/annunci/129958904/,Immobiliare.it
Padova,N.C.,"Villa unifamiliare via Tiziano Vecellio 177, San Carlo - San Gregorio, Padova",Residenziale,,218000.0,https://www.immobiliare.it/annunci/130068934/,Immobiliare.it
Padova,N.C.,"Trilocale via Giovanni Canestrini 143, Forcellini, Padova",Residenziale,,282000.0,https://www.immobiliare.it/annunci/127112495/,Immobiliare.it
Padova,N.C.,"Villa unifamiliare via delle Ceramiche 34, Ponte di Brenta, Padova",Residenziale,,690000.0,https://www.immobiliare.it/annunci/129606202/,Immobiliare.it
Padova,N.C.,"Bilocale via Eulero, Brusegana - Aeroporto, Padova",Residenziale,,115000.0,https://www.immobiliare.it/annunci/130495594/,Immobiliare.it
Padova,N.C.,"Trilocale Riviera Ruzzante 49, Santo, Padova",Residenziale,,380000.0,https://www.immobiliare.it/annunci/127528368/,Immobiliare.it
Padova,N.C.,"Trilocale Riviera Ruzzante 49, Santo, Padova",Residenziale,,360000.0,https://www.immobiliare.it/annunci/127516770/,Immobiliare.it
Padova,N.C.,"Trilocale via Roberto Ardigò 18, Santa Rita, Padova",Residenziale,,172000.0,https://www.immobiliare.it/annunci/128933300/,Immobiliare.it
Padova,N.C.,"Appartamento via Carlo Crivelli 2, San Bellino - San Filippo Neri, Padova",Residenziale,,214000.0,https://www.immobiliare.it/annunci/128982636/,Immobiliare.it
Padova,N.C.,"Villa unifamiliare via Cairo, Brusegana - Aeroporto, Padova",Residenziale,,395000.0,https://www.immobiliare.it/annunci/129310544/,Immobiliare.it
Padova,N.C.,"Attico via Giovanni Boccaccio, Terranegra, Padova",Residenziale,,510000.0,https://www.immobiliare.it/annunci/129940796/,Immobiliare.it
Padova,N.C.,"Appartamento Schumann 8, Arcella - Sant'Antonino, Padova",Residenziale,,169000.0,https://www.immobiliare.it/annunci/128812212/,Immobiliare.it
Padova,N.C.,"Quadrilocale via Romana Aponense 10, Paltana - Mandria, Padova",Residenziale,,199000.0,https://www.immobiliare.it/annunci/130620104/,Immobiliare.it
Padova,N.C.,"Quadrilocale via Isola di Torre, Pontevigodarzere - Isola di Torre, Padova",Residenziale,,575000.0,https://www.immobiliare.it/annunci/129609986/,Immobiliare.it
Padova,N.C.,"Attico via Luigi Lagrange, Brusegana - Aeroporto, Padova",Residenziale,,505000.0,https://www.immobiliare.it/annunci/125828497/,Immobiliare.it
Padova,N.C.,"Quadrilocale via Luigi Lagrange, Brusegana - Aeroporto, Padova",Residenziale,,415000.0,https://www.immobiliare.it/annunci/125830867/,Immobiliare.it
Padova,N.C.,"Villa bifamiliare via Pietro Bembo, Crocifisso - Ponte Quattro Martiri, Padova",Residenziale,,460000.0,https://www.immobiliare.it/annunci/129931104/,Immobiliare.it
Padova,N.C.,"Appartamento via Montà, Montà - Sant'Ignazio, Padova",Residenziale,,189000.0,https://www.immobiliare.it/annunci/126843457/,Immobiliare.it
Padova,N.C.,"Quadrilocale via Luigi Lagrange, Brusegana - Aeroporto, Padova",Residenziale,,345000.0,https://www.immobiliare.it/annunci/125830011/,Immobiliare.it
Padova,N.C.,"Villa unifamiliare via Querini 25A, Altichiero, Padova",Residenziale,,170000.0,https://www.immobiliare.it/annunci/128864544/,Immobiliare.it
Padova,Conselvana,"Villa a schiera via Guizza in Conselvana, Guizza, Padova",Residenziale,,350000.0,https://www.immobiliare.it/annunci/127853228/,Immobiliare.it
Padova,N.C.,"Quadrilocale via Bernardino Luini, San Bellino - San Filippo Neri, Padova",Residenziale,,187000.0,https://www.immobiliare.it/annunci/129713670/,Immobiliare.it
Padova,N.C.,"Appartamento via Cernaia, Sacra Famiglia - Basso Isonzo, Padova",Residenziale,,740000.0,https://www.immobiliare.it/annunci/127820340/,Immobiliare.it
Padova,N.C.,"Villa bifamiliare via 8 Febbraio 1848, Piazze - Duomo, Padova",Residenziale,,395000.0,https://www.immobiliare.it/annunci/98253100/,Immobiliare.it
Padova,N.C.,"Appartamento via Cernaia, Sacra Famiglia - Basso Isonzo, Padova",Residenziale,,740000.0,https://www.immobiliare.it/annunci/127820338/,Immobiliare.it
Padova,N.C.,"Trilocale via viscidi, Madonna Pellegrina, Padova",Residenziale,,295000.0,https://www.immobiliare.it/annunci/129368888/,Immobiliare.it
Padova,N.C.,"Appartamento via  Vigonovese 400, Camin, Padova",Residenziale,,300000.0,https://www.immobiliare.it/annunci/129307922/,Immobiliare.it
Padova,N.C.,"Quadrilocale via Giotto, Piazza Mazzini - Ospedale Militare, Padova",Residenziale,,450000.0,https://www.immobiliare.it/annunci/127335025/,Immobiliare.it
Padova,N.C.,"Trilocale via roberto ardigo' 1, Santa Rita, Padova",Residenziale,,155000.0,https://www.immobiliare.it/annunci/130418060/,Immobiliare.it
Vigodarzere,N.C.,Attici di nuova costruzione a Vigodarzere,Residenziale,3600005160.0,360000.0,https://www.immobiliare.it/annunci/117394427/,Immobiliare.it
Vigodarzere,N.C.,"Quadrilocale via Amerigo Vespucci, Saletto, Vigodarzere",Residenziale,,168000.0,https://www.immobiliare.it/annunci/130565500/,Immobiliare.it
Vigodarzere,N.C.,"Appartamento all'asta via Europa , 5, Vigodarzere",Residenziale,,,https://www.immobiliare.it/annunci/129234974/,Immobiliare.it
Vigodarzere,N.C.,Appartamenti di nuova costruzione a Vigodarzere,Residenziale,260000499.0,260000.0,https://www.immobiliare.it/annunci/126064837/,Immobiliare.it
Vigodarzere,N.C.,"Trilocale via Ca' Pisani, Centro, Vigodarzere",Residenziale,,160000.0,https://www.immobiliare.it/annunci/130177698/,Immobiliare.it
Vigodarzere,N.C.,"Villa bifamiliare via Roma, Centro, Vigodarzere",Residenziale,,569000.0,https://www.immobiliare.it/annunci/125148211/,Immobiliare.it
Vigodarzere,N.C.,"Trilocale via Primo Levi, Centro, Vigodarzere",Residenziale,,260000.0,https://www.immobiliare.it/annunci/102675880/,Immobiliare.it
Vigodarzere,N.C.,"Appartamento buono stato, secondo piano, Saletto, Vigodarzere",Residenziale,,160000.0,https://www.immobiliare.it/annunci/130695088/,Immobiliare.it
Vigodarzere,N.C.,"Appartamento all'asta via Europa, Vigodarzere",Residenziale,,,https://www.immobiliare.it/annunci/129080756/,Immobiliare.it
Vigodarzere,N.C.,"Quadrilocale via Giuseppe Verdi, Centro, Vigodarzere",Residenziale,,310000.0,https://www.immobiliare.it/annunci/127238389/,Immobiliare.it
Vigodarzere,N.C.,"Appartamento via Giuseppe Verdi, Centro, Vigodarzere",Residenziale,,340000.0,https://www.immobiliare.it/annunci/127530398/,Immobiliare.it
Vigodarzere,N.C.,"Villa bifamiliare via Alessandro Manzoni, Centro, Vigodarzere",Residenziale,,245000.0,https://www.immobiliare.it/annunci/124950635/,Immobiliare.it
Vigodarzere,N.C.,"Trilocale via Albert Bruce Sabin 14, Centro, Vigodarzere",Residenziale,,265000.0,https://www.immobiliare.it/annunci/127104813/,Immobiliare.it
Vigodarzere,N.C.,"Trilocale via Italo Svevo, Centro, Vigodarzere",Residenziale,,149000.0,https://www.immobiliare.it/annunci/130146924/,Immobiliare.it
Vigodarzere,N.C.,"Villa bifamiliare via Giacomo Matteotti, Centro, Vigodarzere",Residenziale,,310000.0,https://www.immobiliare.it/annunci/127712310/,Immobiliare.it
Vigodarzere,N.C.,Appartamenti e Attici di nuova costruzione a Vigodarzere,Residenziale,2400003109.0,240000.0,https://www.immobiliare.it/annunci/128487578/,Immobiliare.it
Vigodarzere,N.C.,"Terratetto unifamiliare via Tito Livio 1256, Ranzato, Vigodarzere",Residenziale,,460000.0,https://www.immobiliare.it/annunci/120660768/,Immobiliare.it
Vigodarzere,N.C.,"Bilocale via Ca' Pisani, Centro, Vigodarzere",Residenziale,,100000.0,https://www.immobiliare.it/annunci/130016572/,Immobiliare.it
Vigodarzere,N.C.,"Attico via Roma, Centro, Vigodarzere",Residenziale,,430000.0,https://www.immobiliare.it/annunci/118029805/,Immobiliare.it
Vigodarzere,N.C.,"Trilocale via Italo Svevo, Centro, Vigodarzere",Residenziale,,174000.0,https://www.immobiliare.it/annunci/128231580/,Immobiliare.it
Vigodarzere,N.C.,"Trilocale via Italo Svevo,, Saletto, Vigodarzere",Residenziale,,174000.0,https://www.immobiliare.it/annunci/130725194/,Immobiliare.it
Vigodarzere,N.C.,"Quadrilocale via Europa 5, Centro, Vigodarzere",Residenziale,,48000.0,https://www.immobiliare.it/annunci/129400728/,Immobiliare.it
Vigodarzere,N.C.,"Appartamento all'asta via Europa 5, Vigodarzere",Residenziale,,,https://www.immobiliare.it/annunci/129273300/,Immobiliare.it
Vigodarzere,N.C.,"Terratetto unifamiliare via Roma, Centro, Vigodarzere",Residenziale,,250000.0,https://www.immobiliare.it/annunci/127609650/,Immobiliare.it
Vigodarzere,N.C.,"Appartamento all'asta via Europa 5, Vigodarzere",Residenziale,,,https://www.immobiliare.it/annunci/128873022/,Immobiliare.it
Vigodarzere,N.C.,"Trilocale via Vendramin, Centro, Vigodarzere",Residenziale,,285000.0,https://www.immobiliare.it/annunci/126920423/,Immobiliare.it
Vigodarzere,N.C.,"Quadrilocale via Vendramin, Centro, Vigodarzere",Residenziale,,325000.0,https://www.immobiliare.it/annunci/126919957/,Immobiliare.it
Vigodarzere,N.C.,"Trilocale via Vendramin, Centro, Vigodarzere",Residenziale,,270000.0,https://www.immobiliare.it/annunci/126920285/,Immobiliare.it
